	Timestamp	Speaker	Transcript
31	0 days 01:14:29	Interviewee	Now, it was my first trip so I didn’t know much about lifeboats so most of us then jumped over the side. The captain was going around. He let go a number of rafts from the ship and these rafts were the home-made type with oil drums and wooden slats on them. Anyway, I swam to one of those along with some other men from the sinking lifeboat. Anyway, they managed to salvage that boat because the air tanks lifted it up a bit and they patched it with canvas and baled it out, you see. So then we only had one other boat, you see. The other boat went round circling and picked us up from the life raft and then they managed to get more people in the damaged boat and then the submarine was on the surface, taking films and then the third mate remembered he hadn’t ditched the secret code-books so he tried to get back on board the boat climbing up the ropes and then the submarine machine-gunned. They didn’t try to hit him; it was a warning I think, so he came down again. And then, shortly after that, the ship wasn’t sinking quickly enough for them so they put another torpedo in and then it went up like that (gestures vertically) and down. The shocking moment when you see the ship completely disappear and you’re left in a little boat 120 miles from shore. And then we were over-crowded because was made for a capacity of 32 and, because of the damaged boats, we had more: we had over 48 and it was sitting like this (mimes hunched-up position), you know and we had also the second-engineer in the boat and he was badly burned: the engineer was on fire when he got out and he died the next day. We had to put the body over the side and see the sharks coming. And then we towed the raft for a couple of days because if you needed exercise you could go on the raft because the boat was so cramped. And then the sharks were coming up underneath. I remember the boatswain had an axe and he was hitting the sharks. Anyway, after that time we thought well, it was dragging us too much – too much of a drag on the boat. We’re not sailing quickly enough – because we were sailing and rowing - so we let it go and that was another dramatic moment because that was the last line of safety that we had left, you know. 
32	0 days 01:17:32	Interviewee	That was on the Sunday when we were torpedoed, and then on the Wednesday we saw Sunderland flying boats on some days but they didn’t see us and it was very hot. The sun was belting down, you know. One of the crew had got delirium because he got sun-stroke I think and he was raving and shouting around, it was very difficult. And then we were running short of water: we only had water tanks; water barrels, you know. And then, on the Wednesday afternoon one of these old Walrus aircraft came, and he saw us and they were the old sea planes and the sea was quite calm so he landed near us and asked if anybody was injured and he could take them to hospital, but it would have meant putting his pilot, his co-pilot, in our boat as his plane was only a two-seater so nobody was badly injured so we said: ‘OK’. So he gave us a course to steer – which we were on already – and then he took off. And then that evening we saw smoke coming out of … a ship coming to pick us up, we thought, but then there was a tremendous sort of hurricane, storm, and we had to fight for the boat. It was raining as well, which meant we had plenty to drink. By the time the storm had subsided there was no sign of the boat at all, but that night we saw land and we rowed all night, but in the morning we didn’t see a thing. The visibility was very low from the boat and we had been swept around into the bay, you see, by the current. Anyway, we carried on on our compass – because we had a compass direction – and that afternoon, late afternoon, a trawler, a naval trawler, came out of Freetown and picked us up – not far outside the harbour – it didn’t come a long distance actually, and then we were taken on shore and there were so many, what were called ‘British distressed seamen’ there because a lot of ships had been sunk just outside and then we were put on the Scythia troop ship – I’ve got a picture of it, actually, and sent back to England. So that was my introduction to the merchant navy and to the war. 
33		New Film	New Film
34	0 days 01:20:27	Interviewer	How many … were people killed during the torpedo attack? 
35	0 days 01:20:29	Interviewee	No, we only lost two, fortunately. One was the deck boy and he just disappeared – we don’t know what happened to him – he was probably blown away in the explosion. And the other was the second engineer who was burnt in our boat. We were very fortunate that we only lost two people. Now the commodore was in his uniform, but he borrowed a jacket to put over it because if the submarine had seen a rear admiral they would have taken him prisoner. So he was off and along with everybody. He was in our boat, actually. 
36	0 days 01:21:11	Interviewer	What was it like to see the u-boat that attacked you, just sat there watching? 
37	0 days 01:21:15	Interviewee	Well, it was just circling around with a camera going, you know. And then it must have been on German newsreel, I suppose. This Hessler guy did a report on it which I read. After, he was a u- boat ace and he married Doenitz’s niece so he was quite in touch with the high command and after the war he was employed by the Royal Navy to write the history. And now he mentioned this sinking: he said this was a Q-ship – and it wasn’t. We were not an armed naval ship. Now, those were in the First World War when the u-boats used to attack and the ships would drop their sides and there would be guns there and they would fight back, you know. We were an armed merchant ship: we had one anti-submarine gun, but we weren’t one of these specialist ships. But he may have thought that we were carrying aircraft on deck - Beaufighters - for the Royal Air Force. We were taking those to West Africa and from there they were flown to the Middle East for the North African battle, you see. So these were in the sea. They were blown up; they were sinking around, so perhaps he thought that was the reason why, but we weren’t that: we were a merchant ship. 
38	0 days 01:22:53	Interviewer	You mentioned there were two life-rafts. Were you able to keep with the other life-raft through the storm? 
39	0 days 01:22:57	Interviewee	Now, we got separated. The other boat was picked up before we were, actually. As you know it is very difficult when you get currents and waves and things. We had a bit of a sail we put up and you get separated, you see. We had a radio – a distress radio – in a big sort of portmanteau, a big thing, but that was in the boat that was in the water and was useless, so we weren’t able to make any communication and we couldn’t have communicated with that one in any case because they didn’t have one and there was no cell phones in those days … and no satellites! 
40	0 days 01:23:47	Interviewer	Were there any women? 
41	0 days 01:23:48	Interviewee	We didn’t have any women on the ship, no. 
42	0 days 01:23:51	Interviewer	And what was the rear admiral like? Was he calm? 
43	0 days 01:23:55	Interviewee	The sea was quite calm. 
44	0 days 01:23:57	Interviewer	No, the admiral that you had on board: the commodore. What was he like? 
45	0 days 01:24:03	Interviewee	He was quite OK, but, you see, he wasn’t in command of the ship – he was in command of the convoy, you see, and when he was in the lifeboat the commander of our lifeboat was the second officer, who was a very good manager: a good navigator. He was the one who organised things on the boat: dishing out the food and things like that and allocating different jobs to different people, not the admiral. 
46	0 days 01:24:33	Interviewer	What did you do if you needed the loo and stuff? 
47	0 days 01:24:37	Interviewee	Well, you went over the side – you just sat on the … but, you know, you didn’t really have much in the way of motion all the time because you weren’t eating: you only got a little bit of stuff to eat and to drink and so you might want to have a pee, but number two wasn’t very often – if at all – you see. 
48	0 days 01:25:00	Interviewer	What was it like when you saw this plane come in and land and then take off again? It must have been soul-destroying. 
49	0 days 01:25:06	Interviewee	It couldn’t take any more people and it was … it could only land on quite calm water otherwise it would be in difficulty, you know. It wasn’t a Sunderland – they could take a lot of people – but the Sunderland’s didn’t land on the open sea. When he took off, we knew he knew where we were and that’s why I think they sent out this ship to try to pick up, but then with the storm we lost it … in the night. 
50	0 days 01:25:43	Interviewer	In the storm did you think that you might sink? 
51	0 days 01:25:47	Interviewee	Well, it looked a bit like it, yes. But it was good seamanship by the second officer and we had - what they called a sea anchor we put out as well - that steadied the boat and put the bow into the waves and things like that. 
52	0 days 01:26:04	Interviewer	Did you a chart to navigate or was it stars – astral? 
53	0 days 01:26:10	Interviewee	No, we had a compass, we didn’t have any sextants – they all disappeared – so we didn’t get … we could only rely on estimated positions, you see. But each lifeboat was fitted with a compass and we were going on that compass. I mean we knew where we were when we were sunk, so we knew where we had to go. We knew the approximate distance. Now, if we had been a bit further out in the Atlantic, maybe five hundred miles, we would have had to go to Brazil because we couldn’t have gone against the currents and tides to West Africa – they were all sweeping across there (indicates west). And this happened to a number of lifeboats. People were 30, 40 days in the boat and very few of them survived. So we were fortunate being fairly close to the mainland of Africa. 
54		New Film	New Film
55	0 days 01:27:06	Interviewer	OK, well let’s move the story on. 
56	0 days 01:27:08	Interviewee	Well, I’ll talk about the convoys now, because, you see, that was, in a sense, it wasn’t as bad as being in a convoy under constant attack because we were torpedoed and then that was it, we were in the boats. We had problems in the boats and so on – we had all those difficulties but on a couple of occasions we were under attack for four days in almost a semi-storm by u-boats and ships were being blown up all round us. You didn’t get any sleep hardly, because it was four on and four off and then you had to relieve people for their meals as well, so you hardly got any time to have a rest and people’s nerves are on edge, you know, and if a door jams you thought you’ve been torpedoed with people jumping up. The most dramatic moment, I think, was when the last ship in the convoy line was usually designated ‘rescue ship’ to pick up survivors from those ahead that had been, you know, in the boats and one of the ships in our line was ‘The Empire Shackleton’ – it’s in my book – it was torpedoed. So we stopped to help it … 
57	0 days 01:28:30	Interviewer	Were you the rescue ship? 
58	0 days 01:28:31	Interviewee	Yes, we were the last ship in line at that time and we stopped to rescue this ship and there were submarines all around and we thought any moment we were going to be hit, too because the engine was stopped – everything was stopped, you see. We were telling them to hurry up to come across. So one lifeboat got off the ship and came across and we picked up the people on it and then we saw people running around on the ship with torches looking over the bow, and – it had been hit in the bow – but, evidently, the bulkhead had held so they weren’t sinking. So they sent us a message – signalled a message – that they were going to try to make it to the Azores. So then we got these people in and we went full steam to catch up with the convoy. Now that particular ship was torpedoed again that night; this time it sank. It was picked up by another ship – the name is in my book – was an armed ancient cruiser and that, in turn, was torpedoed and it had 300 people on board then and most of them were lost. All the people we could have saved went down on that ship the second time, and so we only had 12 from that. 
59	0 days 01:29:58	Interviewer	What was this: an Atlantic convoy? 
60	0 days 01:30:02	Interviewee	It was an Atlantic convoy. That was a very dangerous area off Spain, off Gibraltar coming up to the north here. 
61	0 days 01:30:12	Interviewer	When you had gone back to Liverpool after Sierra Leone, how is it determined what your next ship is? 
62	0 days 01:30:22	Interviewee	How is the? 
63	0 days 01:30:24	Interviewer	How is it determined what your next ship will be? Who makes that decision? 
64	0 days 01:30:28	Interviewee	We didn’t decide what your next trip would be or your next ship would be – you were allocated this ship and the Ministry of Transport decided where it was going to go. And so we were going backward and forward to America picking up arms and tanks at one time, and then apples and things like that and fruits and all kinds of foodstuffs, you know, as well as arms and jeeps in boxes and things like that, you know. And then we went to Italy: to Naples, to supply the army there, and when we got into port there was absolute devastation, there were ships sunk all over the place. Anyway, we unloaded these 30-ton Sherman tanks and they brought down portable cranes to lift them. It was quite a hairy business, you know. And then, the harbour was in a bad state, because the mole was damaged and so on you couldn’t … we had, more or less, a rough sea coming in there – it was a bit hairy. So those were some of the incidents, but the convoys were the worst things really, for tension, and so on. I mean, to see ships being blown up along side you and people going on fire and people struggling to get off the ship and into boats when it was a half gale running and the ship was going up and down like that, you know. One ship next to us, a passenger ship, was hit and you could see women and children on this ship as well. Nothing we could do – we were rescue ship in our line – we weren’t to go over there, you know. 
65	0 days 01:32:16	Interviewer	Let’s talk a bit about the configuration of the convoys. How it was determined where you were in a convoy. 
66	0 days 01:32:21	Interviewee	Well, this was all allocated before you left because there’d have a meeting between the commodore – who was the vice admiral (retired normally) – and the captains of all the merchant ships and also the escorts and they would decide then the convoy positions and places and also the escort duties. Now, a problem was – and I’ve mentioned it already – the corvettes, which were mass-produced, were very useful for depth-charging when a submarine was underneath, but when a submarine was on the surface – in the early days, certainly – a submarine could do 18 knots and the corvettes could do 16. They could outrun them, and so they could deal with them down below but not on the surface. Now destroyers were much better, but then the destroyers were in short supply. Also, the destroyers only had a limited range, so they couldn’t go all that far without re- fuelling. Sometimes we re-fuelled them ourselves, from the ship – we took our own oil and they would come alongside and we’d put a pipe on. But the destroyers were much more useful, but, with the shortage, they had to rely on these corvettes. They weren’t in the convoy : they were on the periphery and so often the u-boats would be inside the convoy and the escorts would be over there and we’d get frustrated: ‘why can’t they do something?’ But, understandably, they were trying to track – with their ASDIC – any underneath and trying to stop them coming in ahead, but they weren’t very effective. What happened really was, we needed air cover and to solve that problem we were fitted with a Hawker Hurricane on the ship, on the foredeck - blasted off by rockets - because the Focke Wulf Condors – Germans - used to fly round the convoy spotting for the submarines. You couldn’t get at them – no use having a Walrus or something like that because that couldn’t fight them, so they put Hurricanes on, but the poor pilot had nowhere to land. He had to ditch in the sea and hope he’d be picked up. But then, as the war moved on, they developed merchant ships into mini aircraft carriers and grain ships carried about 12 planes and then later on they had more escort carriers, and once we had air cover, to a large extent the submarine menace dropped. They were able to spot them coming in and then attack them, you know, but it wasn’t there in the beginnings and there was a very dangerous sort of zone mid-Atlantic. 
67		New Film	New Film
68	0 days 01:35:28	Interviewer	What was it like when you were out in an Atlantic convoy and you could see these u-boats prowling around you? 
69	0 days 01:35:32	Interviewee	You could see them astern during the day, on the surface, but there was nothing you could do about it. If the escort … say you have four corvettes and you’ve got thirty merchant ships and then you’ve got twelve submarines armed, following on behind you. What can you do? 
70	0 days 01:35:59	Interviewer	You just wait … for your death. 
71	0 days 01:36:04	Interviewee	That was the great difficulty. Then sometimes they’d give the order to scatter, you know; the convoy to split up and go each your own way. We did that on one convoy because we were the fastest ship – some of the ships were only going 8 knots – and the speed of the convoy was that of the slowest ship, you see, and you were sitting ducks in a way and so when it got very bad in some areas, sometimes the commodore would say the only thing is to split up. Each go your own way, we’re going to lose some ships, but if we stay together we might lose more. It was a matter of balancing that out, you know. On one of the Arctic convoys, that was a disaster when they did that. 
72	0 days 01:36:57	Interviewer	Did they give you the… you mentioned about being told to scatter - was that an Atlantic convoy? 
73	0 days 01:37:03	Interviewee	Yes, an Atlantic convoy, yes. Then we went from there because – we weren’t a very fast ship, but we were one of the fastest ships. 
74	0 days 01:37:14	Interviewer	What a bout camaraderie? Just talk a bit about … were you always with the same apprentices that you started with or was it always different on every ship? 
75	0 days 01:37:25	Interviewee	Sometimes you might be with the same people on the next ship. Not necessarily. I mean I was with one particular captain two or three trips, but normally it was changed. Because when you went home of leave they’d re-allocate people to different ships, you know. But there was a very good friendship amongst the crew – that was really good, you know, and the solidarity. People were willing to stick together and do what they could, you know. So that was very positive. Actually, there’s a man in Birmingham who was on the same ship with me. He was the cook. Now I didn’t know that he was on this until he saw me on the ‘Songs of Praise’ and he picked that up and got me, he rang me up. I didn’t remember his name because we had only been on the ship a couple of weeks before we were sunk – I didn’t know everybody. But now he’s in fairly regular contact with me, and he’s retired – he’s a bit older than me. 
76	0 days 01:38:39	Interviewer	Where does he live? 
77	0 days 01:38:40	Interviewee	Birmingham. 
78	0 days 01:38:41	Interviewer	I wouldn’t mind interviewing him. 
79	0 days 01:38:43	Interviewee	I’ll give you his name and address when we finish up. 
80	0 days 01:38:46	Interviewer	Were you ever torpedoed again? 
81	0 days 01:38:50	Interviewee	No. Some people were torpedoed several times. I mean, some people we picked up had been in an oil tanker and … they saw the torpedo. They were on the gun platform, which was at the stern, because it was defensive. And they saw the torpedoes coming, and on a petrol tanker they knew what would happen, so they jumped in the water, straight away. And the ship went on; the torpedoes hit it; the boats were lowered; the sea was on fire; everybody in the boats was burned. Those were the only two that were saved. And then they had already been torpedoed on another ship: so some people had two or three sinkings. 
82	0 days 01:39:40	Interviewer	Were there any unusual cargoes that you carried? 
83	0 days 01:39:45	Interviewee	Well, we often carried mixed cargoes and even in going down to Italy, for instance, in addition to Sherman tanks we had food supplies; we had railway lines because the railways had been devastated in Italy and they had to lay new tracks, you see. I remember those vividly because one of them slipped out of the sling when we were unloading them and one of the cadets – I was third mate there – one of the cadets was down at the hull and it hit him on the foot and his foot was bleeding and we had to carry him off to shore. I remember that quite vividly. You carried a very general cargo transport and ammunition and war supplies – whatever was needed. And then this was allocated by the Ministry of Transport: some ships would have this, and some ships would have the other, you know. I was quite amazed in New York, when we loaded these Sherman tanks because they put general cargo down below, first, and then they came in and laid a sort of dance floor, beautiful wood: right throughout, over the other cargo. We wondered what was going on because this was done by the dockers there , and then they loaded these tanks and then they pulled them sideways on this floor, because they put grease down and then they pulled them sideways with the winch, you see, so you could pack more in. It was very, very clever. 
84	0 days 01:41:26	Interviewer	Who was in charge of the loading of the ships? Who has that job? 
85	0 days 01:41:30	Interviewee	Well, that was done in port normally by the stevedores, but in some foreign ports it was done under the supervision of the ship, itself. We had to use our own derricks and cranes especially in West Africa, where we used to go quite a lot because there weren’t the facilities there. We were going up some of the creeks in West Africa 90 miles inland up to Sepali (?) and then you tie up to a big tree, incredible! 
86		New Film	New Film
87	0 days 01:42:09	Interviewer	Just in terms of the rescue: how does a ship do this rescue? What are you using to help this rescue process? 
88	0 days 01:42:15	Interviewee	Well, you stop first of all, and, if necessary, you lower your own lifeboats and go and help people in the water. If, like we had, another lifeboat was lowered off that ship and was coming toward us, and then you put scramble nets over the side. These are big, huge nets that are normally used for lifting cargo but people can climb up them more easily than up a rope ladder, and more people can get on them, so you can get more people on board. And then you give them whatever you can: food, clothing, whatever the ship … We had no doctor on board, we just had to do what you could, you know. But we weren’t officially rescue ships, we were just designated rescue ships, because we didn’t have all the facilities of a hospital ship, for instance. When we were in the area of great intensity, the passengers all had to help as well. They were on lookout; all these twelve people were round the ship looking out for submarines, so they didn’t get away with it! The crew: they had work to do – all hands on deck. One of the rather funny things on the convoys was, that normally when we left England in one particular part of the war, we were all given a barrage balloon. It was from the mast and then it went up. A trawler used to come round - like the balloon man - with all these balloons, you see, and give you one. They were small barrage balloons, you see, and the idea was to stop dive bombers who would come down – they were about 500 feet up, you know. But when you got into a strong wind they would blow away, or become deflated. They weren’t a great success. Then we had all kinds, later on in the war, we had all kinds of weird and wonderful rocket things, which weren’t very safe, but the ship was armed better against aircraft than against submarines. We had Oerlikon guns and on one ship had Bofors, but, fortunately, we didn’t have an aircraft attack on our ship – it was always submarines. But one particular period when we were sailing on our own off West Africa we saw a cruiser coming up. So we put on our top speed, which was about 14 knots and manned the gun, you know. Our gun would have been hopeless anyway, And this huge ship came up and … of course we couldn’t get away from it … but it was a Free French cruiser and it just circled around us, waved and went off, you know. But it could have been a German raider – that’s what we were worried about – but if it had been a raider we couldn’t have done anything. We had a 4.7 gun which is an anti-submarine gun. Quite a big shell but it wouldn’t have been any good – it wouldn’t fire very far – the cruiser and other naval ships … 
89	0 days 01:45:40	Interviewer	How come you didn’t use these 4.7s when you had the subs following you? 
90	0 days 01:45:47	Interviewee	Well, they were mounted on the stern, you see, not on the bows. The Americans put some … of their merchant ships …on the prow as well. To be defensive, legally, it was supposed to be one on the stern so you could defend yourself, and not be used for attacking, you see, because we weren’t a war ship. War ships had them forward – they could use them for attacking but we were not allowed to do that by international law. 
91	0 days 01:46:22	Interviewer	So you had all these subs following you and you weren’t allowed to … 
92	0 days 01:46:26	Interviewee	They were out of range for us. We couldn’t have shot that far. If they came up during the daytime astern of us we could have had a pot-shot at them, but they knew that they couldn’t do that… and then, when they came at night, as I mentioned before, our gun was no use because we couldn’t fire across the lines in case we hit the other ship next door to us. You see, what they were saying that the Royal Naval officers were gentlemen but not seamen, the merchant navy officers are seamen but not gentlemen. 
93	0 days 01:47:02	Interviewer	What about big seas and stuff? Big storms and what have you. Do you remember any horrific ones? Big swells? 
94	0 days 01:47:14	Interviewee	Ah yes, I remember one time we were on our own and for three days we couldn’t go ahead. The waves were so big that we were up, down and over them like that and you could see them over the top of the mast as the ship went down this one, you looked up and the next wave was coming up that way. Now what you do in those situations is you go dead slow on your engines: you ride them. If you go full ahead you go right through them and they swamp you. Even so, you get quite a bit over. I mean, I know that we used to carry railway engines on deck sometimes for West Africa, and one of our ships - same line - was in a storm with one of these on the deck and it broke loose and was running up and down the deck. 80 tons: ended up in the dining room. Now it was very difficult sometimes, because, I remember on one occasion we had a storm – not as bad as that one – but we were in a storm and we had oil drums on deck and they broke loose. They were tied up with wire … and they were sliding around the deck and it was very dangerous. We had to try to go down and get them into position, and the deck was covered with oil as well. It was a bit difficult job to do that, but we finally secured it but it wasn’t very easy. 
95	0 days 01:48:59	Interviewer	Did you see the Lady in White in Durban? 
96	0 days 01:49:01	Interviewee	Yes, she came out with her choir in Durban and sang for us as we entered. It was very, very nice. In those days Durban was very colonial, you know. That was when we were going to India. 
97	0 days 01:49:21	Interviewer	Tell me about that trip. 
