id,Title,Batch,Transcript,Allocation,Content,biografy,vimeo_promo_id,vimeo_description,Service Types,Project Types,Tags,related_videos,Priority Words
1770.0,Alan Lloyd,-1,1,Train/Eval,,"Alan Lloyd served as a Radio Electrical Artificer for 24 years on a number of ships including the Navy's Flagship, HMS Ark Royal. ",70860655.0,,Navy,The Veterans' video archive,Miscellaneous>Training - Basic / Initial|Places>Scotland|Places>Scotland - RNAS Lossiemouth|Miscellaneous>Social Life|Miscellaneous>Social Life - Entertainment|Miscellaneous>Training|Miscellaneous>Training - Trade|Regiment / Squadron>Fleet Air Arm|Vehicles>HMS Ark Royal|Vehicles>HMS Centaur|Miscellaneous>Incident - Casualty / Death|Service Type>Navy|Role>Officer|Places>Pacific Ocean|Places>England - HMS Fisgard (Stone Frigate)|Miscellaneous>Incident|Places>England - RNAS Yeovilton|Places>England - HMS Collingwood (Stone Frigate)|Places>England - HMS Ariel (Stone Frigate)|Places>Wales|Places>Wales - HMS Goldcrest (Stone Frigate)|Role>Artificer Apprentice|Role>Chief Petty Officer|Role>Electrical Artificer|Places>England|Places>United Kingdom|Miscellaneous>Training - Technical,"a:6:{i:0;s:4:""1773"";i:1;s:4:""1774"";i:2;s:4:""1775"";i:3;s:4:""1776"";i:4;s:4:""1777"";i:5;s:4:""1778"";}","['Training', 'Basic / Initial', 'Scotland', 'Scotland', 'RNAS Lossiemouth', 'Social Life', 'Social Life', 'Entertainment', 'Training', 'Training', 'Trade', 'Fleet Air Arm', 'HMS Ark Royal', 'HMS Centaur', 'Incident', 'Casualty / Death', 'Navy', 'Officer', 'Pacific Ocean', 'England', 'HMS Fisgard (Stone Frigate)', 'Incident', 'England', 'RNAS Yeovilton', 'England', 'HMS Collingwood (Stone Frigate)', 'England', 'HMS Ariel (Stone Frigate)', 'Wales', 'Wales', 'HMS Goldcrest (Stone Frigate)', 'Artificer Apprentice', 'Chief Petty Officer', 'Electrical Artificer', 'England', 'United Kingdom', 'Training', 'Technical', 'Lossiemouth', 'Ark Royal', 'Centaur', 'Fisgard (Stone Frigate)', 'Yeovilton', 'Collingwood (Stone Frigate)', 'Ariel (Stone Frigate)', 'Goldcrest (Stone Frigate)', 'Alan', 'Lloyd']"
2049.0,Albert Malin,-1,1,Train/Eval,,"Albert provides a great account of his life at sea onboard the Flower-class corvette, HMS Oxslip.",90101373.0,"From loading LCTs on the build up to D Day, to being adrift in the Barents Sea, Albert Malin provides a detailed account of his Naval service...",Navy,The Normandy Campaign|The Veterans' video archive|Keeping Britain Afloat,Vehicles>U Boat|Role>Portsmouth Rating|Places>Naval Site Uk - HMNB Portsmouth|Service Type>Navy|Role>Torpedoman|Battles>The Blitz|Regiment / Squadron>The Home Guard|Miscellaneous>Conditions - Weather|Places>England|Vehicles>HMS Oxlip|Places>England - Portsmouth|Munitions>Acoustic Depth Charge|Places>Arctic Ocean|Miscellaneous>Incident - Casualty / Death|Miscellaneous>Incident|Munitions>Depth Charges|Role>Able Seaman|Places>England - HMS Collingwood (Stone Frigate)|Miscellaneous>Wartime - Damage|Places>Russia - Polyarny|War/Conflict>WWII|Places>England - Birmingham|Miscellaneous>Description - Job Role|Miscellaneous>Description - Ship Role|Vehicles>HMS Bluebell|Miscellaneous>Training|Miscellaneous>Naval Convoy - RA63|Battles>Operation - Neptune / Overlord (D-Day)|Miscellaneous>Naval Convoy|Munitions>V-1 (Doodlebugs)|Miscellaneous>Training - Basic / Initial|Places>Russia|People>Interaction with - Russians|Vehicles>Landing Craft|Miscellaneous>Incident - Ship Sank|Places>Scotland - Greenoch|Places>Scotland,"a:8:{i:0;s:4:""2052"";i:1;s:4:""2053"";i:2;s:4:""2054"";i:3;s:4:""2055"";i:4;s:4:""2056"";i:5;s:4:""2057"";i:6;s:4:""2058"";i:7;s:4:""2059"";}","['U Boat', 'Portsmouth Rating', 'Naval Site Uk', 'HMNB Portsmouth', 'Navy', 'Torpedoman', 'The Blitz', 'The Home Guard', 'Conditions', 'Weather', 'England', 'HMS Oxlip', 'England', 'Portsmouth', 'Acoustic Depth Charge', 'Arctic Ocean', 'Incident', 'Casualty / Death', 'Incident', 'Depth Charges', 'Able Seaman', 'England', 'HMS Collingwood (Stone Frigate)', 'Wartime', 'Damage', 'Russia', 'Polyarny', 'WWII', 'England', 'Birmingham', 'Description', 'Job Role', 'Description', 'Ship Role', 'HMS Bluebell', 'Training', 'Naval Convoy', 'RA63', 'Operation', 'Neptune / Overlord (D-Day)', 'Naval Convoy', 'V-1 (Doodlebugs)', 'Training', 'Basic / Initial', 'Russia', 'Interaction with', 'Russians', 'Landing Craft', 'Incident', 'Ship Sank', 'Scotland', 'Greenoch', 'Scotland', 'Boat', 'Portsmouth', 'Oxlip', 'Collingwood (Stone Frigate)', 'Bluebell', 'Albert', 'Malin']"
831.0,Alec 'Ernest' Kellaway,-1,1,Train/Eval,,Alec Kellaway is the only veteran in our archive to have been involved the Spanish Civil war. What make that more remarkable is that he was serving onboard the ill-fated HMS Hood at that time. https://en.wikipedia.org/wiki/HMS_Hood,45786858.0,It comes to something when a man who served on HMS hood says that HMS Skate was an unlucky ship! ,Navy,The Veterans' video archive|Keeping Britain Afloat,Battles>Operation - Neptune / Overlord (D-Day)|Miscellaneous>Railton Cars|Places>Scapa Flow|Places>Scotland|Battles>Ship - Atlantic Convoys|Battles>Ship - Russian / Arctic Convoys|Role>Stoker|Places>Surabaya|Places>The Far East|Miscellaneous>Training - Military Skills|Miscellaneous>VE Day|Places>West Africa|War/Conflict>WWII|People>Arthur Neville Chamberlain|Places>Bay of Biscay|Vehicles>Bismarck|Miscellaneous>Conditions - Weather|Miscellaneous>Daily Routine / Jobs|Miscellaneous>Description - Ship Damage|Places>England|Vehicles>HMS Ambuscade|Vehicles>HMS Concord|Vehicles>HMS Cossack|Vehicles>HMS Dorchester|Vehicles>HMS Hood|Vehicles>HMS Loch Tarbert|Vehicles>HMS Skate|Miscellaneous>Incident - Casualty / Death|Miscellaneous>Incident - Equipment Faults|Munitions>Land Mine|Places>Malta|Vehicles>ML 100|Vehicles>ML 279|Vehicles>Motor Launch|Service Type>Navy|Role>Ordinary Seaman|Role>Petty Officer|Vehicles>Submarine|Vehicles>The Black Prince|Vehicles>U Boat,"a:9:{i:0;s:3:""834"";i:1;s:3:""835"";i:2;s:3:""836"";i:3;s:3:""837"";i:4;s:3:""838"";i:5;s:3:""839"";i:6;s:3:""840"";i:7;s:3:""841"";i:8;s:3:""842"";}","['Operation', 'Neptune / Overlord (D-Day)', 'Railton Cars', 'Scapa Flow', 'Scotland', 'Ship', 'Atlantic Convoys', 'Ship', 'Russian / Arctic Convoys', 'Stoker', 'Surabaya', 'The Far East', 'Training', 'Military Skills', 'VE Day', 'West Africa', 'WWII', 'Arthur Neville Chamberlain', 'Bay of Biscay', 'Bismarck', 'Conditions', 'Weather', 'Daily Routine / Jobs', 'Description', 'Ship Damage', 'England', 'HMS Ambuscade', 'HMS Concord', 'HMS Cossack', 'HMS Dorchester', 'HMS Hood', 'HMS Loch Tarbert', 'HMS Skate', 'Incident', 'Casualty / Death', 'Incident', 'Equipment Faults', 'Land Mine', 'Malta', 'ML 100', 'ML 279', 'Motor Launch', 'Navy', 'Ordinary Seaman', 'Petty Officer', 'Submarine', 'The Black Prince', 'U Boat', 'Day', 'Ambuscade', 'Concord', 'Cossack', 'Dorchester', 'Hood', 'Loch Tarbert', 'Skate', '100', '279', 'Boat', 'Alec', 'Ernest', 'Kellaway']"
847.0,Alec Penstone,-1,1,Train/Eval,,This is the first of 8 films about Alec Penstone's incredible life as a WWII submarine detector.,46034290.0,This is the first of 8 films about Alec Penstone's incredible life as a WWII submarine detector.,Navy,The Veterans' video archive,Battles>Operation - Neptune / Overlord (D-Day)|People>Rear Admiral MacGregor|Places>Russia|Places>Russia - Murmansk|Places>Scapa Flow|Places>Scotland|Places>Scotland - HMS Nimrod (Campbeltown)|Munitions>Sonar|Role>Submariner|Battles>The Blitz|Places>The Far East|Munitions>Torpedo|Miscellaneous>VE Day|War/Conflict>WWII|Role>Air Raid Precaution (ARP)|Role>ASDIC Operator|Places>China|Places>China - Hong Kong|Miscellaneous>Co - Harland &amp; Wolff|Miscellaneous>Daily Routine / Jobs|Munitions>Depth Charges|Vehicles>E Boat|Vehicles>Empress Of Australia|Vehicles>Empress Of Canada|Places>England|Places>England - HMS Raleigh (Stone Frigate)|Places>England - Milton Keynes (Bletchley Park)|Vehicles>Fairey Swordfish|Regiment / Squadron>Fleet Air Arm|Places>France|People>Godfrey Winn|Vehicles>HMS Bermuda|Vehicles>HMS Campania|Vehicles>HMS Valena|Miscellaneous>Incident|Role>Messenger|Service Type>Navy|Vehicles>P Boat|Vehicles>Rescue Ship|Vehicles>Skimming Dish (Fast Motor Dinghy)|Vehicles>Submarine|Vehicles>The Tirpitz|Vehicles>U Boat,"a:8:{i:0;s:3:""850"";i:1;s:3:""851"";i:2;s:3:""852"";i:3;s:3:""853"";i:4;s:3:""854"";i:5;s:3:""855"";i:6;s:3:""856"";i:7;s:3:""857"";}","['Operation', 'Neptune / Overlord (D-Day)', 'Rear Admiral MacGregor', 'Russia', 'Russia', 'Murmansk', 'Scapa Flow', 'Scotland', 'Scotland', 'HMS Nimrod (Campbeltown)', 'Sonar', 'Submariner', 'The Blitz', 'The Far East', 'Torpedo', 'VE Day', 'WWII', 'Air Raid Precaution (ARP)', 'ASDIC Operator', 'China', 'China', 'Hong Kong', 'Co', 'Harland &amp; Wolff', 'Daily Routine / Jobs', 'Depth Charges', 'E Boat', 'Empress Of Australia', 'Empress Of Canada', 'England', 'England', 'HMS Raleigh (Stone Frigate)', 'England', 'Milton Keynes (Bletchley Park)', 'Fairey Swordfish', 'Fleet Air Arm', 'France', 'Godfrey Winn', 'HMS Bermuda', 'HMS Campania', 'HMS Valena', 'Incident', 'Messenger', 'Navy', 'P Boat', 'Rescue Ship', 'Skimming Dish (Fast Motor Dinghy)', 'Submarine', 'The Tirpitz', 'U Boat', 'Nimrod (Campbeltown)', 'Day', 'Operator', 'Boat', 'Raleigh (Stone Frigate)', 'Bermuda', 'Campania', 'Valena', 'Boat', 'Boat', 'Alec', 'Penstone']"
656.0,Alec Pulfer,-1,1,Train/Eval,,A character who served on HMS Woolwich in the Mediterranean during the second world war. ,46034293.0,,Navy,The Veterans' video archive|Keeping Britain Afloat,Battles>Campaign - Norwegian|Places>Scapa Flow|Role>Signalman|Miscellaneous>Skill - Morse Code|Places>The Middle East|Munitions>Torpedo|War/Conflict>WWII|Battles>Battle for Norway|Battles>Battle of the Mediterranean|Places>Egypt|Places>Egypt - Alexandria|Places>England|Places>England - Liverpool|Places>Greece|Vehicles>HMS Canopus|Vehicles>HMS Javelin|Vehicles>HMS Woolwich|Miscellaneous>Incident|Miscellaneous>Incident - Casualty / Death|Miscellaneous>Journey - by Sea|Service Type>Navy|Places>Norway|Places>Norway - Andalsnes,"a:3:{i:0;s:3:""659"";i:1;s:3:""660"";i:2;s:3:""661"";}","['Campaign', 'Norwegian', 'Scapa Flow', 'Signalman', 'Skill', 'Morse Code', 'The Middle East', 'Torpedo', 'WWII', 'Battle for Norway', 'Battle of the Mediterranean', 'Egypt', 'Egypt', 'Alexandria', 'England', 'England', 'Liverpool', 'Greece', 'HMS Canopus', 'HMS Javelin', 'HMS Woolwich', 'Incident', 'Incident', 'Casualty / Death', 'Journey', 'by Sea', 'Navy', 'Norway', 'Norway', 'Andalsnes', 'Canopus', 'Javelin', 'Woolwich', 'Alec', 'Pulfer']"
983.0,Buster Brown,-1,1,Train/Eval,,"Terrified at the prospect of being a miner, Buster goes against his father's wishes  and joins the Navy.",45633549.0,Out of the frying pan....,Navy,The Veterans' video archive|The Normandy Campaign|Keeping Britain Afloat,Munitions>Oerlikon|Battles>Operation - Neptune / Overlord (D-Day)|Regiment / Squadron>Royal Marines|Miscellaneous>Trout Run|Places>United Kingdom|Miscellaneous>VE Day|War/Conflict>WWII|Battles>Battle of Dunkirk|Places>Belgium - Ostend|Munitions>Butterfly Bomb|Miscellaneous>Camaraderie|Miscellaneous>Co - Enfield Cable Works|Vehicles>E Boat|Places>England|Places>England - HMS Westcliffe ( Stone Frigate )|Miscellaneous>Equipment - Marlin Spikes|Places>France|Vehicles>HMS Swift|Miscellaneous>Incident|Miscellaneous>Incident - Ship Sank|Vehicles>LCF (Landing Craft Flak)|Vehicles>LCG (Landing Craft Gun)|Vehicles>LCI (Landing Craft Infantry)|Vehicles>LCM (Landing Craft Mechanised)|Miscellaneous>Life - Pre Service|Miscellaneous>Mil Actions - Blitzkrieg|Service Type>Navy|Places>Netherlands|Places>Netherlands - Oostkapelle|Places>Normandy|Places>Normandy - Gooseberry Line (Ships)|Places>Normandy - Le Havre|Places>Normandy - Sword Beach|People>Normandy Veterans,"a:8:{i:0;s:3:""986"";i:1;s:3:""987"";i:2;s:3:""988"";i:3;s:3:""989"";i:4;s:3:""990"";i:5;s:3:""991"";i:6;s:3:""992"";i:7;s:3:""993"";}","['Oerlikon', 'Operation', 'Neptune / Overlord (D-Day)', 'Royal Marines', 'Trout Run', 'United Kingdom', 'VE Day', 'WWII', 'Battle of Dunkirk', 'Belgium', 'Ostend', 'Butterfly Bomb', 'Camaraderie', 'Co', 'Enfield Cable Works', 'E Boat', 'England', 'England', 'HMS Westcliffe ( Stone Frigate )', 'Equipment', 'Marlin Spikes', 'France', 'HMS Swift', 'Incident', 'Incident', 'Ship Sank', 'LCF (Landing Craft Flak)', 'LCG (Landing Craft Gun)', 'LCI (Landing Craft Infantry)', 'LCM (Landing Craft Mechanised)', 'Life', 'Pre Service', 'Mil Actions', 'Blitzkrieg', 'Navy', 'Netherlands', 'Netherlands', 'Oostkapelle', 'Normandy', 'Normandy', 'Gooseberry Line (Ships)', 'Normandy', 'Le Havre', 'Normandy', 'Sword Beach', 'Normandy Veterans', 'Day', 'Boat', 'Westcliffe ( Stone Frigate )', 'Swift', '(Landing Craft Flak)', '(Landing Craft Gun)', '(Landing Craft Infantry)', '(Landing Craft Mechanised)', 'Buster', 'Brown']"
735.0,Catherine Avent,-1,1,Train/Eval,,Catherine had romantic ideas of life as a WREN and she delivers a thoroughly captivating account of her life during the war.,46867169.0,Catherine had romantic ideas of life as a WREN and she delivers a thoroughly captivating account of her life during the war.,Navy,The Veterans' video archive|Keeping Britain Afloat,Regiment / Squadron>Royal Corps of Signals|Places>Scotland|Places>Scotland - John O`Groats|Miscellaneous>Skill - Morse Code|Miscellaneous>Training|Places>United Kingdom|Service Type>Womens Royal Naval Service|Role>WREN|War/Conflict>WWII|Vehicles>E Boat|Places>England|Places>England - Great Baddow|Places>England - HMS Flowerdown|Miscellaneous>Equipment - Marconi|Regiment / Squadron>Gloucester Regiment|Places>ITW Scarborough|Miscellaneous>Life - Pre Service|Miscellaneous>Medal - MBE|Service Type>Navy|Role>Officer|Vehicles>U Boat,"a:6:{i:0;s:3:""738"";i:1;s:3:""739"";i:2;s:3:""740"";i:3;s:3:""741"";i:4;s:3:""742"";i:5;s:3:""743"";}","['Royal Corps of Signals', 'Scotland', 'Scotland', 'John O`Groats', 'Skill', 'Morse Code', 'Training', 'United Kingdom', 'Womens Royal Naval Service', 'WREN', 'WWII', 'E Boat', 'England', 'England', 'Great Baddow', 'England', 'HMS Flowerdown', 'Equipment', 'Marconi', 'Gloucester Regiment', 'ITW Scarborough', 'Life', 'Pre Service', 'Medal', 'MBE', 'Navy', 'Officer', 'U Boat', 'Boat', 'Flowerdown', 'Scarborough', 'Boat', 'Catherine', 'Avent']"
2420.0,Colette Cook,-1,1,Train/Eval,,Colette Cook gives an entertaining account of her time as a Wren. She had a few scrapes and went on to become a Bombe operator...,97151743.0,Colette gives some nice detail about what it was like to operate the Bombe machine.,Navy,The Veterans' video archive|Keeping Britain Afloat|The Secret War,War/Conflict>WWII|Service Type>Navy|Places>England - London ( Eastcote)|Role>WRNS - Bombe Operator|Miscellaneous>Life - Pre Service|Miscellaneous>Incident|Miscellaneous>Equipment - The bombe|Service Type>Womens Royal Naval Service|Role>WREN,"a:7:{i:0;s:4:""2423"";i:1;s:4:""2424"";i:2;s:4:""2425"";i:3;s:4:""2426"";i:4;s:4:""2427"";i:5;s:4:""2428"";i:6;s:4:""2429"";}","['WWII', 'Navy', 'England', 'London ( Eastcote)', 'WRNS', 'Bombe Operator', 'Life', 'Pre Service', 'Incident', 'Equipment', 'The bombe', 'Womens Royal Naval Service', 'WREN', 'Colette', 'Cook']"
888.0,Harry Card,-1,1,Train/Eval,,Harry was a look out on HMS Swift. From his vantage point he witnessed some of the most incredible scenes of WWII.,45632707.0,,Navy,The Veterans' video archive|The Normandy Campaign|Keeping Britain Afloat,Miscellaneous>Naval Actions - Escort Duties|Battles>Operation - Neptune / Overlord (D-Day)|Miscellaneous>Rescued|Miscellaneous>Reserved Occupation|Places>Russia|Places>Russia - Kola Bay|Places>Russia - Murmansk|Places>Scapa Flow|Places>Scotland|Places>Scotland - Falkirk|Places>Scotland - Greenoch|Battles>Ship - Russian / Arctic Convoys|Places>Singapore|Munitions>Sonar|Places>South Pacific|Role>Submariner|Places>The Channel|Places>The Far East|Munitions>Torpedo|Miscellaneous>Training|Miscellaneous>Training - Basic / Initial|Places>United Kingdom|Role>WREN|War/Conflict>WWII|Munitions>Anti-Submarine|Places>Arctic Circle|Munitions>Bomb|Miscellaneous>Conditions|Miscellaneous>Conditions - Weather|Munitions>Depth Charges|Vehicles>E Boat|Places>England|Places>England - HMS Collingwood (Stone Frigate)|Places>England - Portsmouth|Miscellaneous>Equipment - ASDIC|Miscellaneous>First - Convoy|Places>France|Places>Greenland|Places>Greenwich|Vehicles>HMS Mahratta|Vehicles>HMS Odzani|Vehicles>HMS Swift|Vehicles>HMS Warspite|Vehicles>HNoMS Svenner|Miscellaneous>Incident|Miscellaneous>Incident - Ship Sank|Miscellaneous>Life - Pre Service|Miscellaneous>Medical - Hospital|Miscellaneous>Medical - Post Traumatic Stress|Miscellaneous>Medical - Wounded|Service Type>Navy|Places>Normandy|Places>Normandy - Le Havre|Places>Norway|Role>Ordinary Seaman|Vehicles>Submarine|Vehicles>Submarine Stubborn|Vehicles>U Boat,"a:14:{i:0;s:3:""891"";i:1;s:3:""892"";i:2;s:3:""893"";i:3;s:3:""894"";i:4;s:3:""895"";i:5;s:3:""896"";i:6;s:3:""897"";i:7;s:3:""898"";i:8;s:3:""899"";i:9;s:3:""900"";i:10;s:3:""901"";i:11;s:3:""902"";i:12;s:3:""903"";i:13;s:3:""904"";}","['Naval Actions', 'Escort Duties', 'Operation', 'Neptune / Overlord (D-Day)', 'Rescued', 'Reserved Occupation', 'Russia', 'Russia', 'Kola Bay', 'Russia', 'Murmansk', 'Scapa Flow', 'Scotland', 'Scotland', 'Falkirk', 'Scotland', 'Greenoch', 'Ship', 'Russian / Arctic Convoys', 'Singapore', 'Sonar', 'South Pacific', 'Submariner', 'The Channel', 'The Far East', 'Torpedo', 'Training', 'Training', 'Basic / Initial', 'United Kingdom', 'WREN', 'WWII', 'Anti-Submarine', 'Arctic Circle', 'Bomb', 'Conditions', 'Conditions', 'Weather', 'Depth Charges', 'E Boat', 'England', 'England', 'HMS Collingwood (Stone Frigate)', 'England', 'Portsmouth', 'Equipment', 'ASDIC', 'First', 'Convoy', 'France', 'Greenland', 'Greenwich', 'HMS Mahratta', 'HMS Odzani', 'HMS Swift', 'HMS Warspite', 'HNoMS Svenner', 'Incident', 'Incident', 'Ship Sank', 'Life', 'Pre Service', 'Medical', 'Hospital', 'Medical', 'Post Traumatic Stress', 'Medical', 'Wounded', 'Navy', 'Normandy', 'Normandy', 'Le Havre', 'Norway', 'Ordinary Seaman', 'Submarine', 'Submarine Stubborn', 'U Boat', 'Boat', 'Collingwood (Stone Frigate)', 'Mahratta', 'Odzani', 'Swift', 'Warspite', 'Boat', 'Harry', 'Card']"
608.0,John Harrison,-1,1,Train/Eval,,"John Harrison was an ordinance officer on A Turret, HMS Belfast. He shares his incredible story of survival.",47099517.0,,Navy,The Veterans' video archive|Keeping Britain Afloat,Miscellaneous>Naval Actions - Escort Duties|Places>Scapa Flow|Places>Scotland - Rosyth|Places>The Skagerrak Strait|Miscellaneous>Training|Places>United Kingdom|War/Conflict>WWII|Places>Arctic Circle|Vehicles>Cap Norte|Places>England - Whale Island|People>Fifth Columnist|Places>Forth Bridge|Munitions>Gun Turret|Vehicles>HMS Atherstone|Vehicles>HMS Belfast|Vehicles>HMS Hood|Vehicles>HMS Royal Oak|Miscellaneous>Incident|Munitions>Lewis Gun|People>Ludovic Kennedy|Munitions>Magnetic mine|Places>May Island|Miscellaneous>Medical - Hospital|Service Type>Navy|Role>Ordnance Artificer|Role>Petty Officer|Vehicles>Scharnhorst,"a:4:{i:0;s:3:""611"";i:1;s:3:""612"";i:2;s:3:""613"";i:3;s:3:""614"";}","['Naval Actions', 'Escort Duties', 'Scapa Flow', 'Scotland', 'Rosyth', 'The Skagerrak Strait', 'Training', 'United Kingdom', 'WWII', 'Arctic Circle', 'Cap Norte', 'England', 'Whale Island', 'Fifth Columnist', 'Forth Bridge', 'Gun Turret', 'HMS Atherstone', 'HMS Belfast', 'HMS Hood', 'HMS Royal Oak', 'Incident', 'Lewis Gun', 'Ludovic Kennedy', 'Magnetic mine', 'May Island', 'Medical', 'Hospital', 'Navy', 'Ordnance Artificer', 'Petty Officer', 'Scharnhorst', 'Atherstone', 'Belfast', 'Hood', 'Royal Oak', 'John', 'Harrison']"
5382.0,Pam Torrens,-1,1,Train/Eval,,Pam Torrens was a special duties linguist based at Abott's Cliff and Ventnor.  She also went onto Germany. The interview is full of detail and humour..,146445913.0,"In this short extract from her interview, Pam recalls her early training.",Navy,The Veterans' video archive|The Secret War,Battles>Operation - Neptune / Overlord (D-Day)|Miscellaneous>Training|Miscellaneous>Wartime - Damage|Service Type>Womens Royal Naval Service|Role>WREN|War/Conflict>WWII|Role>Chief Petty Officer|Places>England - Abbot's Cliff|Places>England - Hemsby|Places>England - Southfields House|Places>Germany - Hamburg,"a:5:{i:0;s:4:""5385"";i:1;s:4:""5386"";i:2;s:4:""5387"";i:3;s:4:""5388"";i:4;s:4:""5389"";}","['Operation', 'Neptune / Overlord (D-Day)', 'Training', 'Wartime', 'Damage', 'Womens Royal Naval Service', 'WREN', 'WWII', 'Chief Petty Officer', 'England', ""Abbot's Cliff"", 'England', 'Hemsby', 'England', 'Southfields House', 'Germany', 'Hamburg', 'Pam', 'Torrens']"
639.0,Ted Hunt,-1,1,Train/Eval,,At 91 Ted amazed us all with his encyclopaedic memory of his time as 2nd in command of 15 Rhino LST landing crafts on D Day.,47248218.0,,Navy,The Veterans' video archive|The Normandy Campaign,Battles>Operation - Neptune / Overlord (D-Day)|Regiment / Squadron>Royal Engineers|Places>Scapa Flow|Role>Sergeant|Role>Sergeant Major|Miscellaneous>Training|Miscellaneous>Training - Basic / Initial|Miscellaneous>UK Invasion Defences|War/Conflict>WWII|Service Type>Army|Battles>Battle for Norway|Places>Belgium|Miscellaneous>Co - Tate and Lyles|Places>England - Ripon|Miscellaneous>Equipment - Mulberry Harbour|Vehicles>Hurricane|Miscellaneous>Incident - Casualty / Death|Vehicles>LCM (Landing Craft Mechanised)|Miscellaneous>Life - Childhood|Miscellaneous>Life - Pre Service|Vehicles>Messerschmitt|Places>Mil Camp Uk - Kitchener|Vehicles>MS Batory|Places>Normandy|Places>Norway,"a:6:{i:0;s:3:""642"";i:1;s:3:""643"";i:2;s:3:""644"";i:3;s:3:""645"";i:4;s:3:""646"";i:5;s:3:""647"";}","['Operation', 'Neptune / Overlord (D-Day)', 'Royal Engineers', 'Scapa Flow', 'Sergeant', 'Sergeant Major', 'Training', 'Training', 'Basic / Initial', 'UK Invasion Defences', 'WWII', 'Army', 'Battle for Norway', 'Belgium', 'Co', 'Tate and Lyles', 'England', 'Ripon', 'Equipment', 'Mulberry Harbour', 'Hurricane', 'Incident', 'Casualty / Death', 'LCM (Landing Craft Mechanised)', 'Life', 'Childhood', 'Life', 'Pre Service', 'Messerschmitt', 'Mil Camp Uk', 'Kitchener', 'MS Batory', 'Normandy', 'Norway', 'Invasion Defences', '(Landing Craft Mechanised)', 'Batory', 'Ted', 'Hunt']"
2502.0,William Sheppard,-1,1,Train/Eval,,William Sheppard provides a detailed and interesting account of his time as a Gunner on the mine sweeper HMS Onyx. ,100918763.0,"In this extract from his interview, William recalls seeing German maidens leaving a ship. It wasn't like that in the British navy!",Navy,Keeping Britain Afloat|The Veterans' video archive,Service Type>Navy|Miscellaneous>Description - Ship Role|Places>England - HMS Collingwood (Stone Frigate)|Vehicles>HMS Onyx|Miscellaneous>Incident|Vehicles>Minesweeper|Role>Ordinary Seaman|Miscellaneous>Training|Miscellaneous>Description - Job Role|Battles>Ship - Russian / Arctic Convoys|War/Conflict>WWII,"a:6:{i:0;s:4:""2505"";i:1;s:4:""2506"";i:2;s:4:""2507"";i:3;s:4:""2508"";i:4;s:4:""2509"";i:5;s:4:""2510"";}","['Navy', 'Description', 'Ship Role', 'England', 'HMS Collingwood (Stone Frigate)', 'HMS Onyx', 'Incident', 'Minesweeper', 'Ordinary Seaman', 'Training', 'Description', 'Job Role', 'Ship', 'Russian / Arctic Convoys', 'WWII', 'Collingwood (Stone Frigate)', 'Onyx', 'William', 'Sheppard']"
10124.0,Aaron-Ken-Example,-1,0,Train/Eval,,,335448444.0,,Army,Kneller Hall military school of music,,"a:9:{i:0;s:4:""6865"";i:1;s:4:""6866"";i:2;s:4:""6867"";i:3;s:4:""6868"";i:4;s:4:""6869"";i:5;s:4:""6870"";i:6;s:4:""6871"";i:7;s:4:""6872"";i:8;s:4:""6873"";}",['Aaron-Ken-Example']
4314.0,Alan Carcary,-1,0,Train/Eval,,Alan Carcary has an ‘amazing’ story: a boy immersed in music who became a member of the Royal Scots Dragoon Guards,307291896.0,"Alan Carcary has an ‘amazing’ story: a boy immersed in music who became a member of the Royal Scots Dragoon Guards, whose band topped the charts with ‘Amazing Grace’. His music took him around the world, and meetings with Royalty, the Pope, and the President!",Army,Kneller Hall military school of music|The Veterans' video archive,Kneller Hall|Places|Military Musician|Miscellaneous>Oral History,"a:8:{i:0;s:4:""3835"";i:1;s:4:""3838"";i:2;s:4:""3839"";i:3;s:4:""3840"";i:4;s:4:""3841"";i:5;s:4:""3843"";i:6;s:4:""3844"";i:7;s:4:""3846"";}","['Kneller Hall', 'Places', 'Military Musician', 'Oral History', 'Alan', 'Carcary']"
