id,Title,Batch,Transcript,Allocation,Content,biografy,vimeo_promo_id,vimeo_description,Service Types,Project Types,Tags,related_videos
,Joy Aylard,1,1,Train/Eval,,Joyce Aylard was stationed at HMS Pembroke V in North London where she worked on the bombe codebreaker machines trying to decode German Enigma... ,,"Such was the level of secrecy at the time, Joyce's father never knew what she did in the war.  Thankfully she has revealed all to us and provides a fascinating insight into the role of a Turing Bombe Operator.  This special promo film has been created for a VE Day celebratory series called 'Home' and features some fabulous B-roll footage. Thank you to the Legion for making it happen.",,,War/Conflict>WWII|Places>England - London ( Eastcote)|Role>WRNS - Bombe Operator|Miscellaneous>Equipment - The bombe|Places>England - Bletchley Park,
2523.0,Megan Moir,1,1,Train/Eval,,Megan Moir was a Wren Writer onboard the exercise training ship HMS Philante. Originally the millionaire Sir Tommy Sopwith’s private yacht it was donated to the RN by the Norwegians and was used to direct exercises to ships learning the art of U-boat evasion. It’s a fascinating account from one of the few WRENs fortunate to serve at sea during the war.,100918323.0,"In this short extract from her interview, Megan recalls a training exercise onboard the HMS Philante.",Navy,Keeping Britain Afloat|The Veterans' video archive,Places>England - Burscough|War/Conflict>WWII|Role>WRNS Writer|Service Type>Womens Royal Naval Service|Miscellaneous>Social Life|Places>Scotland - Kyle of Lochalsh|Places>Scotland - Greenoch|Miscellaneous>Description - Job Role|Places>Northern Ireland|Miscellaneous>Description - Ship Role|Places>England - Fort Southwick|Places>England - HMS Mercury (SF)|Vehicles>HMS Philante|Vehicles>HNoMY Norge|Miscellaneous>Incident|Miscellaneous>Life - Childhood|Miscellaneous>Life - Pre Service,"a:7:{i:0;s:4:""2526"";i:1;s:4:""2527"";i:2;s:4:""2528"";i:3;s:4:""2529"";i:4;s:4:""2530"";i:5;s:4:""2531"";i:6;s:4:""2532"";}"
4429.0,Patricia Davies,1,1,Train/Eval,,Patricia Davies provides a great interview detailing her work as a Special Duties linguist in the WRNS.,125687860.0,"Patricia recalls, ""If it was in code, and a lot of them were in code, we then phoned Bletchley Park, or station X as it was known then and we'd say we'd got a message and one of the girls would take it to the teleprinter"".",Navy,The Secret War|Keeping Britain Afloat|The Veterans' video archive,Miscellaneous>POW - Red Cross Parcels|Miscellaneous>POW|Miscellaneous>POW - Japanese|Miscellaneous>VE Day|Miscellaneous>VJ Day|Service Type>Womens Royal Naval Service|Role>WREN|War/Conflict>WWII,"a:7:{i:0;s:4:""4433"";i:1;s:4:""4434"";i:2;s:4:""4435"";i:3;s:4:""4436"";i:4;s:4:""4437"";i:5;s:4:""4438"";i:6;s:4:""4439"";}"
1513.0,Patricia Parker,1,1,Train/Eval,,Patricia Parker was a WREN based at HMS Ceres in Wetherby during WWII.,90101408.0,,Navy,The Veterans' video archive|Keeping Britain Afloat,Miscellaneous>Royal Naval Benevolent Trust|Miscellaneous>Social Life|Miscellaneous>Social Life - Entertainment|Places>United Kingdom|Miscellaneous>Wartime - Rationing|Service Type>Womens Royal Naval Service|Role>WREN|War/Conflict>WWII|Role>Clerk|Places>England|Places>England - Wetherby|Miscellaneous>Life - Childhood|Miscellaneous>Life - Pre Service|Service Type>National Service,"a:7:{i:0;s:4:""1516"";i:1;s:4:""1517"";i:2;s:4:""1518"";i:3;s:4:""1519"";i:4;s:4:""1520"";i:5;s:4:""1521"";i:6;s:4:""1522"";}"
1563.0,Stan Hoare,1,1,Train/Eval,,Thanks to the Royal Navy's 'Pembroke House' for introducing me to Stan.,90101418.0,"Stan told us, ""we lined up on the quarter deck and next thing I remember I was banged against the davit and then slightly washed over the side and I was hanging on like grim death!"".",Navy,Keeping Britain Afloat|The Veterans' video archive,Miscellaneous>Incident|Role>Ordinary Seaman|Role>Radar Operator|Service Type>Navy|Vehicles>QSMV Dominion Monarch|Vehicles>HMS Lowestoft|Vehicles>HMS Duke of York|Miscellaneous>Naval Actions - Escort Duties|Battles>Operation - Neptune / Overlord (D-Day)|Places>Scapa Flow|Battles>Ship - Atlantic Convoys|Places>North Atlantic Ocean|Places>Mediterranean|Miscellaneous>Medical - Wounded|Miscellaneous>Incident - Accident|Miscellaneous>Incident - Discipline|Miscellaneous>Incident - Ship Collision|Miscellaneous>Incident - Ship Sank|Munitions>Land Mine|Miscellaneous>Legal - Naval Inquiry|Miscellaneous>Life - Pre Service|Miscellaneous>Medical - Hospital|Places>The Channel|Battles>The Blitz|Miscellaneous>Training|Miscellaneous>Training - Basic / Initial|Places>England|Places>United Kingdom|War/Conflict>WWII|Role>Able Seaman|Places>Australia|Vehicles>HMS Hart|Places>Australia - New South Wales|Miscellaneous>Daily Routine / Jobs|Munitions>Depth Charges|Miscellaneous>Description - Job Role|Miscellaneous>Description - Ship / Sub|Places>England - Bristol|Places>England - Bristol Channel|Places>England - HMS Raleigh (Stone Frigate)|Places>England - London|Miscellaneous>Equipment - Type 285 Radar|Places>Gibraltar|Places>Gooseberry Line|Miscellaneous>Co - Thornycroft Ship Builders,"a:8:{i:0;s:4:""1567"";i:1;s:4:""1568"";i:2;s:4:""1569"";i:3;s:4:""1570"";i:4;s:4:""1571"";i:5;s:4:""1572"";i:6;s:4:""1573"";i:7;s:4:""1574"";}"
2125.0,Albert Owing,1,0,Train/Eval,,"Albert Owing was a Merchant Seaman who sailed on many Atlantic convoys on RFA British Diligence, SS Fairwater and the Highland Brigade. If you love storms, he has seen a few.",90101375.0,,Navy,Keeping Britain Afloat|The Veterans' video archive,Vehicles>RFA Diligence|Vehicles>MV Highland Brigade|Munitions>Magnetic mine|Service Type>Merchant Navy|Miscellaneous>Incident|Vehicles>SS Fairwater|Role>Wireless Operator|Places>England - Liverpool|Places>America|War/Conflict>WWII|Battles>Ship - Atlantic Convoys|Miscellaneous>Skill - Morse Code|Battles>The Blitz|Places>The Far East,"a:10:{i:0;s:4:""2128"";i:1;s:4:""2129"";i:2;s:4:""2130"";i:3;s:4:""2131"";i:4;s:4:""2132"";i:5;s:4:""2133"";i:6;s:4:""2134"";i:7;s:4:""2135"";i:8;s:4:""2136"";i:9;s:4:""2137"";}"
2178.0,Alfred Fowler,1,0,Train/Eval,,Some fascinating detail about HMS Sheffield in both the Arctic and Mediterranean convoys. Check out Dick West's account as he was onboard at he same time. It was lovely to bring them together again.,93458233.0,Alfred ‘Chick’ Fowler gives a very detailed account of his time spent as a Stoker on HMS Sheffield.,Navy,Keeping Britain Afloat|The Veterans' video archive,Miscellaneous>Training - Basic / Initial|Role>Stoker|Battles>Ship - Russian / Arctic Convoys|Miscellaneous>Naval - Action Stations|Miscellaneous>Conditions - Weather|Miscellaneous>Naval Actions - Naval Battle|War/Conflict>WWII|Battles>Operation - Torch|Vehicles>Admiral Hipper|Vehicles>HMS Sheffield|Vehicles>Scharnhorst|Miscellaneous>Description - Job Role|Places>England - Chatham|Places>England - HMS Duke (SF)|Vehicles>Friedrich Eckholdt|Miscellaneous>Incident|Service Type>Navy|Role>Chatham Rating,"a:7:{i:0;s:4:""2181"";i:1;s:4:""2182"";i:2;s:4:""2183"";i:3;s:4:""2184"";i:4;s:4:""2185"";i:5;s:4:""2186"";i:6;s:4:""2187"";}"
,Betty Sinnott,1,0,Train/Eval,,,,,,,,
2060.0,Bill Churchill,1,0,Train/Eval,,Bill Churchill provides a detailed account of his life aboard the HMS Malcolm and HMS Ajax.,90101386.0,"Bill provided a wonderful interview of his time on a number of RN Ships during the Second World War. 
He was also fortunate to enjoy some good old American hospitality.",Navy,Keeping Britain Afloat|The Veterans' video archive,Role>Torpedoman Writer|Battles>Operation - Dynamo (Dunkirk Evac)|Miscellaneous>Naval Convoy|Battles>Campaign - North Africa|Role>Chatham Rating|Places>England - HMS Collingwood (Stone Frigate)|Miscellaneous>Co - Harland &amp; Wolff|Battles>Battle for France|Places>France|Miscellaneous>Description - Job Role|Places>England - HMS Royal Arthur (Stone Frigate)|Places>England - Chatham Dockyard|Places>England - Chatham|Places>England|Miscellaneous>Description - Ship Role|War/Conflict>WWII|Miscellaneous>Social Life|Role>Torpedoman|Battles>Operation - Neptune / Overlord (D-Day)|Places>America|Places>Algeria - Bone|Places>Algeria|Places>America - New York|Miscellaneous>Incident|Places>Normandy|Service Type>Navy|Vehicles>Light Cruiser|Vehicles>Leading Destroyer|Miscellaneous>Incident - Dive-Bombed|Vehicles>HMS Malcolm|Vehicles>HMS Ajax|Places>France - Dunkirk|Places>Normandy - Gold Beach|Places>North Africa,"a:8:{i:0;s:4:""2063"";i:1;s:4:""2064"";i:2;s:4:""2065"";i:3;s:4:""2066"";i:4;s:4:""2067"";i:5;s:4:""2068"";i:6;s:4:""2069"";i:7;s:4:""2070"";}"
3025.0,Bill Fellingham,1,0,Train/Eval,,,116178661.0,"Bill Fellingham provides a detailed account of his service in the Merchant Navy. PQ 17 was famously told to scatter. It wasn’t the only convoy instructed to do this. On the 5th November 1940, whilst in convoy with the Jervis bay, his ship the MS Trefusis comes under attack. In total 13 merchant ships were sunk. Remarkably it wasn’t the only close escape that Bill had during the war.",Civilian,The Veterans' video archive|Keeping Britain Afloat,,"a:10:{i:0;s:4:""3028"";i:1;s:4:""3029"";i:2;s:4:""3030"";i:3;s:4:""3031"";i:4;s:4:""3032"";i:5;s:4:""3033"";i:6;s:4:""3034"";i:7;s:4:""3035"";i:8;s:4:""3036"";i:9;s:4:""3037"";}"
2165.0,Charles Chirgwin,1,0,Train/Eval,,RMS Queen Elizabeth was one of the very first Merchant ships to be fitted with the then highly secretive RADAR [Queen Mary was also fitted].,93458312.0,Charles Chirgwin provides a fascinating account of his time onboard Queen Elizabeth I. ,Navy,The Veterans' video archive|Keeping Britain Afloat,Places>Wales - Cardiff|Places>America - New York|Role>Leading Radar Operator|Service Type>Navy|Vehicles>RMS Queen Elizabeth|Miscellaneous>Incident|War/Conflict>WWII|Miscellaneous>Description - Job Role|Miscellaneous>Description - Equipment|Places>America|Miscellaneous>First - Ship|Miscellaneous>POW|Miscellaneous>Training - Basic / Initial|Miscellaneous>Training|Miscellaneous>Skill - Photography|Battles>Ship - Atlantic Convoys|Places>Scotland - Glasgow|Service Type>National Service|Miscellaneous>Life - Pre Service,"a:10:{i:0;s:4:""2168"";i:1;s:4:""2169"";i:2;s:4:""2170"";i:3;s:4:""2171"";i:4;s:4:""2172"";i:5;s:4:""2173"";i:6;s:4:""2174"";i:7;s:4:""2175"";i:8;s:4:""2176"";i:9;s:4:""2177"";}"
,Deirdrie Thompson,1,0,Train/Eval,,,,,,,,
,Denise Harrison,1,0,Train/Eval,,,,,,,,
2156.0,Dorothy Brewer,1,0,Train/Eval,,Dorothy Brewer was an Aircraft Fitter with the Fleet Air Arm. Despite a huge loss early in her life she is a stoic lady with a great deal of character.,90101391.0,Dorothy's character shines through in the short extract from her interview!,Navy,The Veterans' video archive|Keeping Britain Afloat,Vehicles>Grumman - Hellcat|Vehicles>Grumman - F4F Wildcat|Regiment / Squadron>Fleet Air Arm|Miscellaneous>Life - Pre Service|Vehicles>Fairey Swordfish|Vehicles>Fairey Barracuda|Miscellaneous>Description - Job Role|Places>England - Liverpool|Role>Aircraft Mechanic|War/Conflict>WWII|Role>WREN|Service Type>Womens Royal Naval Service|Miscellaneous>Wartime - Evacuee|Places>RNAS - Jackdaw|Miscellaneous>Training|Miscellaneous>Training - Trade|Battles>The Blitz|Places>Scotland - Balloch|Places>Scotland|Places>RNAS - Stretton|Places>England,"a:6:{i:0;s:4:""2159"";i:1;s:4:""2160"";i:2;s:4:""2161"";i:3;s:4:""2162"";i:4;s:4:""2163"";i:5;s:4:""2164"";}"
2212.0,Edward Wells,1,0,Train/Eval,,Ted Wells provides a fascinating account of his lengthy spell at sea during WWII. Torpedoed and bombed on numerous occasions he's a true survivor with bucket loads of resilience. Check some of Ted's photos...,425917595.0,A short extract from his great interview. Sixteen years of age!,Navy,The Veterans' video archive|Keeping Britain Afloat,Miscellaneous>Incident - Ship Sank|Vehicles>HMS Urchin|Battles>Ship - Malta Convoys|Battles>Ship - Atlantic Convoys|Miscellaneous>Naval - Action Stations|Places>Russia|Miscellaneous>Life - Pre Service|Places>Malta|Service Type>Navy|Role>Petty Officer|War/Conflict>The Pacific War|Miscellaneous>Incident|Battles>Ship - Russian / Arctic Convoys|Places>Greece - Crete|Miscellaneous>Conditions|Miscellaneous>Description - Job Role|Vehicles>Empress Of Canada|Places>England - HMS Ganges (Stone Frigate)|Miscellaneous>First - Ship|Places>South Africa - Durban|Vehicles>HMS Barham|Battles>Battle for Crete|Vehicles>HMS Bleasdale|Vehicles>HMS Imperial|Vehicles>HMS Iron Duke|Vehicles>HMS Savage|Vehicles>HMS Sheffield|Vehicles>HMS Southampton|Miscellaneous>Training|Role>Chatham Rating|War/Conflict>WWII|Places>England - London,"a:14:{i:0;s:4:""2215"";i:1;s:4:""2216"";i:2;s:4:""2217"";i:3;s:4:""2218"";i:4;s:4:""2219"";i:5;s:4:""2220"";i:6;s:4:""2221"";i:7;s:4:""2222"";i:8;s:4:""2223"";i:9;s:4:""2224"";i:10;s:4:""2225"";i:11;s:4:""2226"";i:12;s:4:""2227"";i:13;s:4:""2228"";}"
2386.0,Ernest Edwards,1,0,Train/Eval,,Ernest Edwards gives an interesting account of his time in the Naffi. He served on HMS Orion a ship he has great memories of. He shared some nice photos too.,103981797.0,An emotional account of a civilian in war.,Civilian,The Veterans' video archive|Keeping Britain Afloat,Battles>Operation - Neptune / Overlord (D-Day)|Miscellaneous>Naval - Burial at Sea|Miscellaneous>Naval - Action Stations|Miscellaneous>NAFFI|Vehicles>HMS Orion|Miscellaneous>Incident|Role>Leading Hand|Role>Leading Seaman|Places>Normandy|Miscellaneous>Description - Ship Role|Role>First Hand|Places>Normandy - Gold Beach|Miscellaneous>Description - Job Role|Miscellaneous>Conditions - Weather|Vehicles>HMS Sirius|Role>Canteen Assistant|Service Type>Civilian|War/Conflict>WWII,"a:8:{i:0;s:4:""2389"";i:1;s:4:""2390"";i:2;s:4:""2391"";i:3;s:4:""2392"";i:4;s:4:""2393"";i:5;s:4:""2394"";i:6;s:4:""2395"";i:7;s:4:""2396"";}"
,Evelyn Lintott,1,0,Train/Eval,,,,,,,,
2094.0,Frank Garbutt,1,0,Train/Eval,,"Frank Garbutt was the Quartermaster on the aircraft carrier HMS Activity and provides some fascinating detail about life onboard. The Activity saw action in  the Arctic, the Atlantic and the Far East. He has some interesting phtotos too.",90101396.0,,Navy,The Veterans' video archive|Keeping Britain Afloat,Miscellaneous>Naval - Action Stations|Battles>Ship - Russian / Arctic Convoys|Battles>Ship - Atlantic Convoys|Miscellaneous>Naval - Burial at Sea|Vehicles>LCT (Landing Craft Tank)|Places>The Far East|Service Type>Navy|Places>Scotland - HMS Dundonald (Stone Frigate)|Miscellaneous>Description - Ship / Sub|Miscellaneous>Incident|War/Conflict>WWII|Vehicles>HMS Activity|Places>England - HMS Collingwood (Stone Frigate)|Miscellaneous>Description - Job Role|Miscellaneous>Conditions|Role>Able Seaman|Role>Portsmouth Rating,"a:7:{i:0;s:4:""2097"";i:1;s:4:""2098"";i:2;s:4:""2099"";i:3;s:4:""2100"";i:4;s:4:""2101"";i:5;s:4:""2102"";i:6;s:4:""2103"";}"
2349.0,Fred Estall,1,0,Train/Eval,,Fred Estall gives a good account of his life as a Gunner onboard a Defensively Equipped Merchant Ships [DEMS]. ,97151741.0,,Navy,The Veterans' video archive|Keeping Britain Afloat,Miscellaneous>Training - Basic / Initial|Battles>Ship - Russian / Arctic Convoys|Service Type>Navy|Service Type>National Service|Vehicles>HMS Belfast|Vehicles>Merchant Ship|Places>Wales|War/Conflict>WWII|Role>DEMS Gunner|Miscellaneous>Description - Job Role|Miscellaneous>Naval - Action Stations|Miscellaneous>Naval - Ship Cargo,"a:7:{i:0;s:4:""2352"";i:1;s:4:""2353"";i:2;s:4:""2354"";i:3;s:4:""2355"";i:4;s:4:""2356"";i:5;s:4:""2357"";i:6;s:4:""2358"";}"
3249.0,Geoff Shelton,1,0,Train/Eval,,,,"Geoff was an Able Seaman aboard the aircraft carrier HMS Vindex. From start to finish, he provides an excellent and detailed account of his service.",Navy,The Veterans' video archive|Keeping Britain Afloat,,"a:6:{i:0;s:4:""3252"";i:1;s:4:""3253"";i:2;s:4:""3254"";i:3;s:4:""3255"";i:4;s:4:""3256"";i:5;s:4:""3257"";}"
